Artist,Title,Link,Lyrics,Theme
Within Temptation,Forgiven,/w/within+temptation/forgiven_20545668.html,"Couldn't save you from the start  
Love you so it hurts my soul  
Can you forgive me for trying again  
Your silence makes me hold my breath  
Time has passed you by  
  
Oh, for so long I've tried to shield you from the world  
Oh, you couldn't face the freedom on your own  
Here I am left in silence  
  
You gave up the fight  
You left me behind  
All that's done's forgiven  
You'll always be mine  
I know deep inside  
All that's done's forgiven  
  
I watched the clouds drifting away  
Still the sun can't warm my face  
I know it was destined to go wrong  
You were looking for the great escape  
To chase your demons away  
  
Oh, for so long I've tried to shield you from the world  
Oh, you couldn't face the freedom on your own  
And here I am left in silence  
  
You gave up the fight  
You left me behind  
All that's done's forgiven  
You'll always be mine  
I know deep inside  
All that's done's forgiven  
  
I've been so lost since you've gone  
Why not me before you?  
Why did fate deceive me?  
Everything turned out so wrong  
Why did you leave me in silence?  
  
You gave up the fight  
You left me behind  
All that's done's forgiven  
You'll always be mine  
I know deep inside  
All that's done's forgiven

",
Within Temptation,Forsaken,/w/within+temptation/forsaken_10188461.html,"Now the day has come.  
We are forsaken this time.  
  
We lived our lives in our paradise,  
as gods we shaped the world around.  
No borderlines we'd stay behind,  
though balance is something fragile.  
  
While we thought we were gaining,  
we would turn back the tide, it still slips away.  
Our time has run out, our future has died,  
there's no more escape.  
  
Now the day has come,  
we are forsaken,  
there's no time anymore.  
Life will pass us by,  
we are forsaken,  
we're the last of our kind.  
  
The sacrifice was much too high,  
our greed just made us all go blind.  
We tried to hide what we feared inside.  
Today is the end of tomorrow.

",
Within Temptation,Frozen,/w/within+temptation/frozen_20461070.html,"I can't feel my senses  
I just feel the cold  
All colors seem to fade away  
I can't reach my soul  
  
I would stop running  
If I knew there was a chance  
It tears me apart to sacrifice it all  
But I'm forced to let go  
  
Tell me I'm frozen but what can I do?  
Can't tell the reasons, I did it for you  
When lies turn into truth, I sacrificed for you  
You say that I am frozen but what can I do?  
  
I can feel your sorrow  
  
You won't forgive me  
But I know, you'll be alright  
It tears me apart that you will never know  
But I have to let go  
  
Tell me I'm frozen but what can I do?  
Can't tell the reasons, I did it for you  
When lies turn into truth, I sacrificed for you  
You say that I am frozen but what can I do?  
  
Everything will slip away  
Shattered pieces will remain  
When memories fade into emptiness  
Only time will tell it's tale, if it all has been in vain  
  
I can't feel my senses  
I just feel the cold  
  
Frozen  
What can I do?  
Frozen  
  
Tell me I'm frozen but what can I do?  
Can't tell the reasons, I did it for you  
When lies turn into truth, I sacrificed for you  
You say that I am frozen, Frozen

",
Within Temptation,Grace,/w/within+temptation/grace_10188440.html,"Cold are the bones of thy soldiers  
Longing for home, their little paradise  
I don't feel redemption on their side  
  
Fallen from grace, help me rise again  
Fallen from grace, help me through  
Fallen from grace, help me through  
Fallen from grace  
  
Feel these hands, the pressure, the cold, tremble  
Do you hear these words  
Do you feel the wounds  
I'll never help you through  
  
Cold are thy souls  
I feel resentment,  
they feel betrayed  
They hate the cold  
I don't feel redemption on their side  
  
Fallen from grace, help me rise again  
Fallen from grace, help me through

",
Within Temptation,Hand Of Sorrow,/w/within+temptation/hand+of+sorrow_20599914.html,"The child without a name grew up to be the hand  
To watch you, to shield you or kill on demand  
The choice he'd made he could not comprehend  
His blood a grim secret they had to command  
  
He's torn between his honor and the true love of his life  
He prayed for both but was denied  
  
So many dreams were broken and so much was sacrificed  
Was it worth the ones we loved and had to leave behind?  
So many years have past, who are the noble and the wise?  
Will all our sins be justified?  
  
The curse of his powers tormented his life  
Obeying the crown was a sinister price  
His soul was tortured by love and by pain  
He surely would flee but the oath made him stay  
  
He's torn between his honor and the true love of his life  
He prayed for both but was denied  
  
So many dreams were broken and so much was sacrificed  
Was it worth the ones we loved and had to leave behind?  
So many years have past, who are the noble and the wise?  
Will all our sins be justified?  
  
Please forgive me for the sorrow, for leaving you in fear  
For the dreams we had to silence, that's all they'll ever be  
Still I'll be the hand that serves you  
Though you'll not see that it is me  
  
So many dreams were broken and so much was sacrificed  
Was it worth the ones we loved and had to leave behind?  
So many years have past, who are the noble and the wise?  
Will all our sins be justified?

",
Within Temptation,Ice Queen,/w/within+temptation/ice+queen_10188444.html,"When leaves have fallen  
And skies turned to grey  
The night keeps on closing in on the day  
A nightingale sings his song of farewell  
You better hide for her freezing hell  
  
On cold wings she's coming  
You better keep moving  
For warmth, you'll be longing, nightingale  
Come on just feel it  
Don't you see it?  
You better believe  
  
When she embraces  
Your heart turns to stone  
She comes at night when you are all alone  
And when she whispers  
Your blood shall run cold  
You better hide before she finds you  
  
Whenever she is raging  
She takes a life away  
Haven't you seen?  
Haven't you seen?  
The ruins on our world  
  
Whenever she is raging  
She takes a life away  
Haven't you seen?  
Haven't you seen?  
The ruins on our world  
  
She covers the earth with a breathtaking cloak  
The sun awakes and melts it away  
The world now opens its eyes and sees  
The dawning of the new day  
  
On cold wings she's coming  
You better keep moving  
For warmth, you'll be longing, nightingale  
Come on just feel it  
Don't you see it?  
You better believe  
  
Whenever she is raging  
She takes a life away  
Haven't you seen?  
Haven't you seen?  
The ruins on our world  
  
Whenever she is raging  
She takes a life away  
Haven't you seen?  
Haven't you seen?  
The ruins on our world

",
Within Temptation,Our Farewell,/w/within+temptation/our+farewell_10188445.html,"In my hands a legacy of memories  
I can hear you say my name  
I can almost see your smile  
Feel the warmth of your embrace  
But there is nothing but silence now  
Around the one I loved  
Is this our farewell?  
  
Sweet darling you worry too much  
My child, see the sadness in your eyes  
You are not alone in life  
Although you might think that you are  
  
Never thought this day would come so soon  
We had no time to say goodbye  
How can the world just carry on?  
I feel so lost when you are not by my side  
But there is nothing but silence now  
Around the one I loved  
Is this our farewell?  
  
So sorry your world is tumbling down  
I will watch you through these nights  
Rest your head and go to sleep  
Because my child this is not our farewell  
This is not our farewell

",
Within Temptation,Our Solemn Hour,/w/within+temptation/our+solemn+hour_20545667.html,"(""I speak to you for the first time as Prime Minister in a solemn hour for the
life of our country, of our empire, of our allies, and, above all, of the
cause of Freedom."")  
  
Sanctus Espiritus redeem us from our solemn hour  
Sanctus Espiritus insanity is all around us  
Sanctus Espiritus! Sanctus Espiritus! Sanctus Espiritus!  
  
In my darkest hours I could not foresee  
That the tide could turn so fast to this degree  
Can't believe my eyes  
How can you be so blind?  
Is the heart of stone, no empathy inside?  
Time keeps on slipping away and we haven't learned  
So in the end now what have we gained?  
  
Sanctus Espiritus, redeem us from our solemn hour  
Sanctus Espiritus, insanity is all around us  
Sanctus Espiritus, is this what we deserve,  
Can we break free from chains of never-ending agony?  
  
Are they themselves to blame, the misery, the pain?  
Didn't we let go, allowed it, let it grow?  
If we can't restrain the beast which dwells inside  
It will find it's way somehow, somewhere in time  
Will we remember all of the suffering  
Cause if we fail it will be in vain  
  
Sanctus Espiritus, redeem us from our solemn hour  
Sanctus Espiritus, insanity is all around us  
Sanctus Espiritus, is this what we deserve,  
Can we break free from chains of never-ending agony  
  
(""A tremendous battle is raging in France and Flanders. The Germans, by a
remarkable combination of air bombing and heavily armored tanks, have broken
through the French defenses north of the Maginot Line, and strong columns of
their armored vehicles are ravaging the open country, which for the first day
or two was without defenders. They have penetrated deeply and spread alarm and
confusion in their track."")  
  
Sanctus Espiritus, redeem us from our solemn hour  
Sanctus Espiritus, insanity is all around us  
Sanctus Espiritus, is this what we deserve,  
Can we break free from chains of never-ending agony!  
  
Sanctus Espiritus, redeem us from our solemn hour (Solem hour!)  
Sanctus Espiritus, insanity is all around us (All around us!)  
Sanctus Espiritus, is this what we deserve,  
Can we break free from chains of never-ending agony

",
Within Temptation,Overcome,/w/within+temptation/overcome_10188469.html,"Where are the heroes  
In my time of need?  
Is my cry not loud enough  
Or have they gone all numb?  
They just tend to stand  
Out of the rain  
Thinking but not acting  
That they're not to blame  
Falling and crawling  
A fight to stand up  
Memory still haunts me  
In the dead of night  
Over and over, I felt so small  
But one day I'll be stronger  
And you better watch out  
I will overcome, your violence their silence  
Although it can't be undone  
I will overcome, knowing that I'm not the only one  
I will overcome, it's the only way to carry on  
Where are the saviors?  
Afraid of the toll  
Sorry, do my nine inch nails  
Slash your soul  
Such heroes  
Throwing stones  
Straight at the one  
Who is standing alone  
Twisting and turning  
It's always the same  
Truth is never honest  
When you're to blame  
Pushing and pulling  
Never give in, one day I wish  
You'll see you're not so beautiful within  
I will overcome, our violence your silence  
Although it can't be undone  
I will overcome, knowing that I'm not the only one  
I will overcome, it's the only way to carry on  
Run and run  
Run and run  
I will overcome, their violence your silence  
Although it can't be undone  
I will overcome, knowing that I'm not the only one  
I will overcome, it's the only way to carry on  
I will overcome  

",
Within Temptation,Pale,/w/within+temptation/pale_10188460.html,"The world seems not the same,  
though I know nothing has changed.  
It's all my state of mind,  
I can't leave it all behind.  
I have stand up to be stronger.  
  
[Chorus]  
I have to try to break free  
from the thoughts in my mind.  
Use the time that I have,  
I can't say goodbye,  
have to make it right.  
Have to fight, cause I know  
in the end it's worthwhile,  
that the pain that I feel slowly fades away.  
It will be alright.  
  
I know, should realize  
time is precious, it is worthwhile  
Despite how I feel inside,  
have to trust it will be alright.  
Have to stand up to be stronger.  
  
[Chorus]  
  
Oh, this night is too long.  
I have no strength to go on.  
No more pain, I'm floating away.  
Through the mist I see the face  
of an angel, who calls my name.  
I remember you're the reason I have to stay.  
  
[Chorus]

",
Within Temptation,Radioactive,/w/within+temptation/radioactive_21073981.html,"I'm waking up to ash and dust  
I wipe my brow and I sweat my rust  
I'm breathing in the chemicals  
  
I'm breaking in, shaping up  
Then checking out on the prison bus  
This is it, the apocalypse  
Whoa  
  
I'm waking up, I feel it in my bones  
Enough to make my systems blow  
Welcome to the new age, to the new age  
Welcome to the new age, to the new age  
Whoa, whoa, I'm radioactive, radioactive  
Whoa, whoa, I'm radioactive, radioactive  
  
I raise my flags, don my clothes  
It's a revolution, I suppose  
We'll paint it red to fit right in  
Whoa  
I'm breaking in, shaping up  
Then checking out on the prison bus  
This is it, the apocalypse  
Whoa  
  
I'm waking up, I feel it in my bones  
Enough to make my systems blow  
Welcome to the new age, to the new age  
Welcome to the new age, to the new age  
Whoa, whoa, I'm radioactive, radioactive  
Whoa, whoa, I'm radioactive, radioactive  
  
All systems go, sun hasn't died  
Deep in my bones, straight from inside  
  
I'm waking up, I feel it in my bones  
Enough to make my systems blow  
Welcome to the new age, to the new age  
Welcome to the new age, to the new age  
Whoa, whoa, I'm radioactive, radioactive  
Whoa, whoa, I'm radioactive, radioactive

",
Within Temptation,Restless,/w/within+temptation/restless_10188435.html,"She embraced with a smile  
As she opened the door  
A cold wind blows  
It puts a chill into her heart  
  
You have taken away the trust  
You're the ghost haunting through her heart  
Past and present are one in her head  
You're the ghost haunting through her heart  
  
Take my hand as I wonder through  
All my life I gave to you  
Take my hand as I wonder through  
All my love I gave to you  
  
You have taken away the trust  
You're the ghost haunting through her heart  
  
Take my hand as I wonder through  
All my life I gave to you  
Take my hand as I wonder through  
All my love I gave to you

",
Within Temptation,Running Up That Hill,/w/within+temptation/running+up+that+hill_20308587.html,"It doesn't hurt me.  
Do you want to feel how it feels?  
Do you want to know that it doesn't hurt me?  
Do you want to hear about the deal that I'm making?  
You, it's you and me.  
  
And if I only could,  
I'd make a deal with God,  
And I'd get him to swap our places,  
Be running up that road,  
Be running up that hill,  
Be running up that building.  
If I only could, oh...  
  
You don't want to hurt me,  
But see how deep the bullet lies.  
Unaware I'm tearing you asunder.  
Ooh, there is thunder in our hearts.  
  
Is there so much hate for the ones we love?  
Tell me, we both matter, don't we?  
You, it's you and me.  
It's you and me won't be unhappy.  
  
And if I only could,  
I'd make a deal with God,  
And I'd get him to swap our places,  
Be running up that road,  
Be running up that hill,  
Be running up that building,  
Say, if I only could, oh...  
  
You,  
It's you and me,  
It's you and me won't be unhappy.  
  
""see'mon, baby, see'mon darling,  
Let me steal this moment from you now.  
see'mon, angel, see'mon, see'mon, darling,  
Let's exchange the experience, oh...""  
  
And if I only could,  
I'd make a deal with God,  
And I'd get him to swap our places,  
Be running up that road,  
Be running up that hill,  
With no problems.  
  
And if I only could,  
I'd make a deal with God,  
And I'd get him to swap our places,  
Be running up that road,  
Be running up that hill,  
With no problems.  
  
And if I only could,  
I'd make a deal with God,  
And I'd get him to swap our places,  
Be running up that road,  
Be running up that hill,  
With no problems.

",
Within Temptation,Say My Name,/w/within+temptation/say+my+name_20461060.html,"Say my name  
So I will know you're back you're here again  
For a while  
Oh let us share  
The memories that only we can share  
Together  
  
Tell me about  
The days before I was born  
How we were as children  
These colors come alive  
In your heart and in your mind  
I cross the borders of time  
Leaving today behind to be with you again  
  
We breath the air  
Do you remember how you used to touch my hand?  
You're not aware  
Your hands keep still  
You just don't know that I am here  
  
It hurts too much  
A pray now that soon you release  
To where you belong  
  
You touch my hand  
These colors come alive  
In your heart and in your mind  
I cross the borders of time  
Leaving today behind to be with you again  
  
Please say my name  
Remember who I am  
You will find me in the world of yesterday  
You drift away again  
To far from where I am  
When you ask me who I am  
  
Say my name  
These colors come alive  
In your heart and in your mind  
I cross the borders of time  
Leaving today behind to be with you again  
  
Say my name

",
Within Temptation,See Who I Am,/w/within+temptation/see+who+i+am_10188457.html,"Is it true what they say,  
Are we too blind to find a way?  
Fear of the unknown clouds our hearts today.  
Come into my world,  
See trough my eyes.  
Try to understand,  
Don't want to lose what we have.  
  
We've been dreaming  
But who can deny,  
It's the best way of living  
Between the truth and the lies.  
  
[Chorus]  
See who I am,  
Break through the surface.  
Reach for my hand,  
Let's show them that we can  
Free our minds and find a way.  
The world is in our hands,  
This is not the end.  
  
Fear is withering the soul  
At the point of no return.  
We must be the change  
We wish to see.  
I'll come into your world,  
See trough your eyes.  
I'll try to understand,  
Before we lose what we have.  
  
We just can't stop believing  
Because we have to try.  
We can rise above  
Their truth and their lies.  
  
[Chorus]  
  
I hear their silence  
Preaching my blame.  
Will our strength remain  
If their power reigns?  
  
[Chorus]

",
Within Temptation,Shot in the Dark,/w/within+temptation/shot+in+the+dark_20905836.html,"I've been left out alone like a damn criminal  
I've been praying for help cause I can't take it all  
I'm not done,  
It's not over.  
  
Now I'm fighting this war since the day of the fall  
And I'm desperately holding on to it all  
But I'm lost  
I'm so damn lost  
  
Oh I wish it was over,  
And I wish you were here  
Still I'm hoping that somehow  
  
Cause your soul is on fire  
A shot in the dark  
What did they aim for when they missed your heart?  
  
I breathe underwater  
It's all in my hands  
What can I do  
Don't let it fall apart  
A shot in the dark  
A shot in the dark  
  
In the blink of an eye  
I can see through your eyes  
As I'm lying awake I'm still hearing the cries  
And it hurts  
Hurts me so bad  
  
And I'm wondering why I still fight in this life  
Cause I've lost all my faith in this damn bitter strife  
And it's sad  
It's so damn sad  
  
Oh I wish it was over,  
And I wish you were here  
Still I'm hoping that somehow  
  
Cause your soul is on fire  
A shot in the dark  
What did they aim for when they missed your heart?  
  
I breathe underwater  
It's all in my hands  
What can I do  
Don't let it fall apart  
A shot in the dark  
  
A shot in the dark  
A shot in the dark  
A shot in the dark  
  
A shot in the dark  
  
I feel you fading away  
I feel you fading away  
I feel you fading away  
I feel you fading away  
  
Cause your soul is on fire  
A shot in the dark  
What did they aim for when they missed your heart?  
  
I breathe underwater  
It's all in my hands  
What can I do  
Don't let it fall apart  
Oh, your soul is on fire  
A shot in the dark  
What did they aim for when they missed your heart?  
  
I breathe underwater  
It's all in my hands  
What can I do  
Don't let it fall apart  
A shot in the dark  
  
A shot in the dark  
A shot in the dark  
A shot in the dark  
  
A shot in the dark

",
Within Temptation,Silver Moonlight,/w/within+temptation/silver+moonlight_21073979.html,"Till another little ray  
Care about the day your heart breaks up  
When you lose your way  
  
I'm hellbound in this life  
Keep fighting the coldest wars  
It's always been like this but don't know why  
  
And sleeping in your mind  
You feel it, ties you down  
Going down  
I'll go by  
  
No  
Screaming at the walls of fire  
Frozen into me  
Hunted for the vertical sealed before that  
It's where I wanna be  
Screaming at the walls of fire  
But I'm still running free  
In the silver moonlight  
I can't breathe  
Woo  
  
These days are only now  
Breathe in the coldest lies  
I think it's only what you have in mind  
Hold onto the best of you  
I hit the pavement  
Going down  
Don't know why  
  
No  
Screaming at the walls of fire  
Frozen into me  
Hunted for the vertical sealed before that  
It's where I wanna be  
Screaming at the walls of fire  
But I'm still running free  
In the silver moonlight  
I can't breathe  
  
No, I'm patient  
But this colours that I live  
All alone in this life  
I cannot see  
Dreams we hide are solid  
But we can't let her bleed  
Maybe what we make  
Can you see?  
Oh  
  
(I will fight in this life  
Defying the coldest wars  
It's always been like this  
But don't know why)  
  
No  
Screaming at the walls of fire  
Frozen into me  
Hunted for the vertical sealed before that  
It's where I wanna be  
Screaming at the walls of fire  
I'm still running free  
In the silver moonlight  
I can't breathe  
Woo  
(Your fear will chain you down)  
  
Till I know a little rain  
Care about the day your heart breaks up  
When you lose your way

",
